2026-02-21 12:43:45 | INFO     | ecommerce | <stdin>:11 | 这是一条 INFO 日志 - 用于记录正常运行信息
2026-02-21 15:12:37 | INFO     | ecommerce | product_service.py:218 | 商品库存扣减: ID=692989cd-5522-4a8f-a6c3-0438a3e444f7, 扣减=10, 剩余=90
2026-02-21 15:12:37 | INFO     | ecommerce | product_service.py:192 | 商品已删除: ID=692989cd-5522-4a8f-a6c3-0438a3e444f7, 硬删除=False
2026-02-21 15:12:37 | INFO     | ecommerce | product_service.py:75 | 分类已删除: ID=5627cdca-caef-48f3-82f6-aea8abb24b4b
2026-02-21 15:12:37 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:12:37 | INFO     | ecommerce | auth_service.py:89 | 用户创建成功: ID=1
2026-02-21 15:12:37 | INFO     | ecommerce.audit | logging_config.py:180 | AUDIT: {'timestamp': '2026-02-21T15:12:37.323117', 'action': 'user_created', 'user_id': '1', 'details': {'username': 'testuser'}}
2026-02-21 15:12:37 | INFO     | ecommerce | product_service.py:88 | 创建商品: 购物车测试商品_90a53fa8
2026-02-21 15:12:37 | INFO     | ecommerce | product_service.py:103 | 商品创建成功: ID=8b9cf8a1-0309-446d-a538-600a3f773028
2026-02-21 15:12:37 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=1, product_id=8b9cf8a1-0309-446d-a538-600a3f773028, quantity=2
2026-02-21 15:12:37 | INFO     | ecommerce | cart_service.py:163 | 购物车数量更新: cart_id=0f25983b-48d4-4767-b22f-601372aa0835, quantity=5
2026-02-21 15:12:37 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=1, session_id=None, 删除项数=1
2026-02-21 15:12:37 | INFO     | ecommerce | product_service.py:192 | 商品已删除: ID=8b9cf8a1-0309-446d-a538-600a3f773028, 硬删除=True
2026-02-21 15:12:37 | INFO     | ecommerce | address_service.py:73 | 地址创建成功: user_id=1, address_id=be235b54-7deb-42dd-aca2-be5d054623a5
2026-02-21 15:12:37 | INFO     | ecommerce | address_service.py:161 | 地址更新成功: address_id=be235b54-7deb-42dd-aca2-be5d054623a5
2026-02-21 15:12:37 | INFO     | ecommerce | address_service.py:73 | 地址创建成功: user_id=1, address_id=536c7954-831c-43b1-a22d-fdd8c8d8466c
2026-02-21 15:12:37 | INFO     | ecommerce | address_service.py:247 | 自动设置默认地址: address_id=be235b54-7deb-42dd-aca2-be5d054623a5
2026-02-21 15:12:37 | INFO     | ecommerce | address_service.py:193 | 地址删除成功: address_id=536c7954-831c-43b1-a22d-fdd8c8d8466c
2026-02-21 15:12:37 | INFO     | ecommerce | address_service.py:193 | 地址删除成功: address_id=be235b54-7deb-42dd-aca2-be5d054623a5
2026-02-21 15:13:05 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:13:05 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:13:05 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:13:39 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:13:40 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:13:40 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:13:40 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:14:07 | INFO     | ecommerce.access | logging_config.py:127 | Request started: GET /health from 127.0.0.1
2026-02-21 15:14:07 | INFO     | ecommerce.access | logging_config.py:134 | Request completed: GET /health - Status: 200 - Duration: 5.78ms
2026-02-21 15:15:56 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:15:57 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:15:57 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:15:57 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:16:05 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:16:06 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:16:06 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:16:06 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:16:07 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: test_user_1_fdc3e3
2026-02-21 15:16:07 | INFO     | ecommerce | auth_service.py:89 | 用户创建成功: ID=2
2026-02-21 15:16:07 | INFO     | ecommerce.audit | logging_config.py:180 | AUDIT: {'timestamp': '2026-02-21T15:16:07.836363', 'action': 'user_created', 'user_id': '2', 'details': {'username': 'test_user_1_fdc3e3'}}
2026-02-21 15:16:07 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: test_user_2_ee2181
2026-02-21 15:16:08 | INFO     | ecommerce | auth_service.py:89 | 用户创建成功: ID=3
2026-02-21 15:16:08 | INFO     | ecommerce.audit | logging_config.py:180 | AUDIT: {'timestamp': '2026-02-21T15:16:08.129424', 'action': 'user_created', 'user_id': '3', 'details': {'username': 'test_user_2_ee2181'}}
2026-02-21 15:16:08 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=2, session_id=None, 删除项数=0
2026-02-21 15:16:08 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=3, session_id=None, 删除项数=0
2026-02-21 15:16:17 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:16:18 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:16:18 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:16:18 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:16:19 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: test_user_1_122553
2026-02-21 15:16:20 | INFO     | ecommerce | auth_service.py:89 | 用户创建成功: ID=4
2026-02-21 15:16:20 | INFO     | ecommerce.audit | logging_config.py:180 | AUDIT: {'timestamp': '2026-02-21T15:16:20.040328', 'action': 'user_created', 'user_id': '4', 'details': {'username': 'test_user_1_122553'}}
2026-02-21 15:16:20 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: test_user_2_50ee0d
2026-02-21 15:16:20 | INFO     | ecommerce | auth_service.py:89 | 用户创建成功: ID=5
2026-02-21 15:16:20 | INFO     | ecommerce.audit | logging_config.py:180 | AUDIT: {'timestamp': '2026-02-21T15:16:20.333369', 'action': 'user_created', 'user_id': '5', 'details': {'username': 'test_user_2_50ee0d'}}
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:88 | 创建商品: 测试商品-正常
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:103 | 商品创建成功: ID=92398ce0-3e41-409d-bed1-41f0815f9afa
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:88 | 创建商品: 测试商品-低库存
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:103 | 商品创建成功: ID=0483ad49-203a-41f2-9cb9-11609779db91
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:88 | 创建商品: 测试商品-已下架
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:103 | 商品创建成功: ID=29d9014b-37bd-4596-a2cc-63efaaf625a5
2026-02-21 15:16:20 | INFO     | ecommerce | product_service.py:176 | 商品更新成功: ID=29d9014b-37bd-4596-a2cc-63efaaf625a5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=6
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=5, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=3
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:163 | 购物车数量更新: cart_id=b63c2399-c3c0-41b0-9e16-9e8a7b68ca63, quantity=5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=0483ad49-203a-41f2-9cb9-11609779db91, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:163 | 购物车数量更新: cart_id=859d3116-1cb8-4baa-b515-04ab85fc4f63, quantity=5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=0483ad49-203a-41f2-9cb9-11609779db91, quantity=6
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=6
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:157 | 购物车项删除: cart_id=b63c2399-c3c0-41b0-9e16-9e8a7b68ca63
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:157 | 购物车项删除: cart_id=f634db28-5656-40e4-8c9d-07bf137fde86
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=5, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:163 | 购物车数量更新: cart_id=cced6d75-fbb4-44fe-98cf-b7e09218ccb0, quantity=5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=6
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:193 | 购物车项删除: cart_id=cced6d75-fbb4-44fe-98cf-b7e09218ccb0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=5, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:193 | 购物车项删除: cart_id=14236f68-7a39-4b7e-9757-0bbd765680c7
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=7
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=None, session_id=sess-test-32a517ce, 删除项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=5, session_id=None, 删除项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=5, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:267 | 购物车合并完成: user_id=4, 合并项数=3
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=3
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=3
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:71 | 购物车数量更新: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=5
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:267 | 购物车合并完成: user_id=4, 合并项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=None, session_id=sess-empty-9732bc82, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:267 | 购物车合并完成: user_id=4, 合并项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=0483ad49-203a-41f2-9cb9-11609779db91, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=5, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=5, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=4, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:85 | 购物车添加商品: user_id=None, product_id=92398ce0-3e41-409d-bed1-41f0815f9afa, quantity=2
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=4, session_id=None, 删除项数=1
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=5, session_id=None, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=None, session_id=sess-test-32a517ce, 删除项数=0
2026-02-21 15:16:20 | INFO     | ecommerce | cart_service.py:225 | 购物车清空: user_id=None, session_id=sess-empty-9732bc82, 删除项数=0
2026-02-21 15:16:38 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:16:40 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:16:40 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:16:40 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:16:49 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:16:50 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:16:50 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:16:50 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:16:58 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:17:00 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:17:00 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:17:00 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:17:03 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:03 | INFO     | ecommerce | auth_service.py:89 | 用户创建成功: ID=1
2026-02-21 15:17:03 | INFO     | ecommerce.audit | logging_config.py:180 | AUDIT: {'timestamp': '2026-02-21T15:17:03.593419', 'action': 'user_created', 'user_id': '1', 'details': {'username': 'testuser'}}
2026-02-21 15:17:03 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:04 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:05 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:05 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:06 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:07 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:07 | INFO     | ecommerce | main.py:30 | 👋 应用关闭
2026-02-21 15:17:07 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:08 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:09 | INFO     | ecommerce | main.py:25 | 🚀 E-Commerce MVP v1.0.0 启动成功!
2026-02-21 15:17:09 | INFO     | ecommerce | main.py:26 | 📊 架构模式: monolithic
2026-02-21 15:17:09 | INFO     | ecommerce | main.py:27 | 📝 日志级别: INFO
2026-02-21 15:17:09 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:10 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:10 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:11 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
2026-02-21 15:17:12 | INFO     | ecommerce | auth_service.py:79 | 创建新用户: testuser
